Trip_Distance_km,Est_Duration_min,Traffic_Level,Demand_Level,Is_Holiday,Passenger_Count,Booking_Lead_Time_min,Route_Complexity_Score,Nearby_Major_Event,Toll_Fees,Surge_Multiplier,Fuel_Price_Index,Final_Ride_Price,Hour,Weather_Condition_Fog,Weather_Condition_Rain,Weather_Condition_Snow,Vehicle_Type_Economy,Vehicle_Type_Premium,Vehicle_Type_SUV,Pickup_Location_Type_City_Center,Pickup_Location_Type_Suburb,Pickup_Location_Type_Transport_Hub,Dropoff_Location_Type_City_Center,Dropoff_Location_Type_Suburb,Dropoff_Location_Type_Transport_Hub
12.77,68.6,2,2,0,2,16,7,1,7.24,3.0,1.227,133.71375,13,False,True,False,True,False,False,True,False,False,False,True,False
5.76,20.6,0,0,0,2,14,3,0,2.62,1.0,1.077,32.37,12,False,False,False,True,False,False,False,False,False,False,False,True
5.39,19.3,0,1,0,1,11,10,0,0.0,1.45,1.148,35.35,21,True,False,False,True,False,False,True,False,False,False,True,False
4.89,24.6,2,2,0,3,26,8,0,1.83,1.62,1.223,56.4,21,False,False,False,False,False,True,False,True,False,True,False,False
7.83,38.2,2,1,0,2,1,4,1,0.0,2.1,1.123,89.25,1,False,False,True,False,True,False,False,True,False,False,False,True
4.51,25.4,2,2,1,1,3,8,1,3.72,2.44,1.073,69.86,17,False,False,False,True,False,False,True,False,False,False,False,False
2.28,11.0,2,1,0,1,5,6,0,0.0,1.43,1.207,27.48,23,False,True,False,False,False,True,False,False,True,False,True,False
7.21,38.4,2,2,0,1,4,8,0,0.0,2.23,0.988,73.84,9,False,False,False,True,False,False,False,False,True,True,False,False
5.21,29.6,2,0,0,1,9,2,0,0.0,1.28,1.018,34.03,5,False,False,True,True,False,False,False,False,True,False,True,False
9.63,32.9,0,0,0,1,16,9,0,0.0,1.0,1.184,44.87,1,False,False,False,False,True,False,False,True,False,True,False,False
6.31,37.2,2,1,0,1,29,3,0,2.07,1.15,0.866,38.48,22,False,False,False,True,False,False,False,False,False,False,True,False
12.86,68.5,2,0,0,1,5,9,0,7.58,1.19,0.985,75.74,14,False,False,True,True,False,False,True,False,False,True,False,False
8.87,28.2,0,0,0,4,11,1,0,0.0,1.0,0.919,28.4,4,False,False,False,True,False,False,False,True,False,False,False,True
4.18,17.5,1,0,0,1,1,6,0,0.0,1.21,0.892,19.99,12,False,True,False,True,False,False,False,True,False,False,False,True
6.76,30.7,2,1,0,3,16,6,0,0.0,1.31,1.014,38.51,21,False,False,False,True,False,False,True,False,False,False,False,True
5.2,18.8,1,1,0,3,0,7,0,0.0,1.15,0.934,22.23,23,False,False,False,True,False,False,True,False,False,False,True,False
4.19,17.6,1,0,0,4,21,7,0,0.0,1.0,0.857,18.93,11,False,False,False,False,False,True,True,False,False,True,False,False
9.53,52.3,2,2,0,2,28,8,1,3.99,3.0,1.036,133.71375,9,False,False,False,False,True,False,True,False,False,True,False,False
3.54,15.8,1,2,0,1,6,6,1,0.0,2.94,1.191,58.51,23,False,False,False,True,False,False,False,True,False,False,False,True
9.76,52.9,2,1,0,1,16,8,0,0.0,1.45,1.185,82.63,23,False,False,False,False,True,False,True,False,False,False,False,False
8.97,46.6,2,2,0,2,22,8,1,0.0,2.66,1.208,129.35,13,False,True,False,True,False,False,True,False,False,False,True,False
11.97,36.5,0,2,0,5,8,5,1,2.39,2.55,1.041,125.02,1,True,False,False,True,False,False,False,False,False,False,False,True
7.11,39.4,2,1,0,2,18,1,0,0.0,1.49,0.86,43.39,1,False,False,True,True,False,False,False,True,False,False,False,False
4.97,17.7,0,0,0,3,15,8,0,0.0,1.0,0.968,19.17,21,False,False,False,True,False,False,True,False,False,False,True,False
2.43,7.9,0,1,0,2,19,8,0,3.99,1.28,0.993,23.62,1,False,False,False,False,True,False,True,False,False,False,True,False
5.2,20.6,1,2,0,2,23,7,0,0.0,1.97,0.881,43.56,21,False,False,False,False,True,False,True,False,False,False,True,False
5.84,16.4,0,0,0,1,7,10,0,0.0,1.0,1.016,24.34,2,False,False,False,False,False,True,False,True,False,True,False,False
4.48,23.7,2,2,0,1,2,1,0,3.09,2.1,1.199,63.35,9,False,False,False,True,False,False,False,True,False,False,False,False
7.79,32.8,1,0,0,1,2,3,0,5.69,1.0,0.978,44.77,23,False,False,False,False,True,False,False,False,False,False,False,True
7.29,36.7,2,1,0,3,53,10,0,2.81,1.53,1.224,66.66,21,False,True,False,True,False,False,True,False,False,False,False,False
12.22,46.5,1,1,0,1,0,8,0,4.76,1.84,0.929,91.18,6,False,False,True,False,True,False,True,False,False,True,False,False
6.07,34.6,2,2,0,1,0,8,0,2.62,1.51,1.041,56.63,17,False,False,False,False,True,False,False,True,False,True,False,False
8.14,37.6,2,2,0,1,13,9,0,0.0,2.02,1.04,72.5,9,False,True,False,True,False,False,True,False,False,False,True,False
8.39,37.7,1,1,1,1,0,6,0,2.57,1.47,1.187,65.44,2,False,False,False,True,False,False,True,False,False,False,False,False
4.98,19.0,1,0,0,1,39,3,0,1.23,1.0,0.872,18.92,16,False,False,False,True,False,False,False,False,True,False,True,False
5.65,17.0,0,0,0,2,49,7,0,3.42,1.0,0.922,26.64,14,False,False,False,True,False,False,False,False,False,False,True,False
8.63,39.8,2,2,0,1,17,10,0,0.0,2.33,0.928,78.59,17,False,False,True,True,False,False,True,False,False,False,True,False
10.5,30.1,0,1,0,2,7,7,0,2.36,1.38,1.248,64.0,0,False,False,False,False,False,False,False,True,False,False,True,False
2.44,12.1,2,2,0,2,12,1,0,0.0,1.71,1.147,32.77,8,False,False,False,False,True,False,False,True,False,False,False,True
15.15,81.0,2,1,0,1,10,5,0,2.8,1.48,1.055,108.56,9,False,True,False,True,False,False,False,True,False,False,False,False
2.3,8.6,1,0,0,1,2,8,0,3.18,1.0,1.195,23.22,12,False,False,False,True,False,False,False,False,False,True,False,False
6.23,25.9,1,1,0,1,3,7,0,0.0,1.03,1.183,31.43,15,False,False,False,True,False,False,True,False,False,True,False,False
8.38,42.7,2,2,0,1,5,1,1,2.92,2.68,1.115,133.71375,19,False,False,False,False,False,True,False,False,False,False,True,False
4.1,15.8,1,2,1,1,0,10,0,7.15,2.17,0.946,68.15,12,True,False,False,False,False,True,False,False,False,True,False,False
9.36,51.2,2,1,0,1,2,9,0,0.0,1.21,1.103,62.25,23,False,False,False,False,False,True,True,False,False,False,True,False
9.33,27.8,0,1,0,1,22,6,0,0.0,1.07,1.113,41.56,2,False,False,False,False,True,False,True,False,False,False,False,True
5.74,21.1,1,2,0,3,29,7,0,0.0,2.18,0.983,56.06,15,False,False,False,False,True,False,True,False,False,False,False,False
6.52,19.4,0,1,0,1,17,8,0,3.84,1.4,1.245,52.85,23,False,False,False,False,False,True,False,True,False,True,False,False
4.22,14.7,0,0,0,1,27,10,0,0.0,1.0,1.092,19.31,2,False,False,False,False,False,False,True,False,False,False,True,False
6.94,32.3,2,2,0,1,5,4,1,0.0,2.68,0.943,84.81,4,False,True,False,False,False,True,False,True,False,False,False,False
10.14,45.6,1,0,0,1,6,7,0,4.78,1.0,0.899,44.76,1,True,False,False,False,False,True,True,False,False,True,False,False
12.61,50.5,1,1,0,3,3,7,0,4.51,1.13,1.151,72.41,13,False,False,False,False,False,True,True,False,False,False,False,True
2.08,10.4,2,2,0,1,12,7,0,0.0,2.22,0.943,24.74,6,False,False,False,True,False,False,True,False,False,False,False,False
6.82,23.0,0,1,1,6,3,7,0,0.0,1.23,1.146,40.5,3,False,False,False,False,True,False,True,False,False,False,True,False
10.13,46.1,2,2,0,5,21,6,0,7.32,2.73,1.064,133.71375,17,False,True,False,True,False,False,False,False,False,False,True,False
8.41,22.8,0,0,0,1,3,7,0,4.57,1.0,0.94,38.15,14,True,False,False,False,False,True,False,False,False,False,False,True
3.9,22.5,2,1,0,1,2,8,0,1.37,1.38,0.867,26.29,18,False,False,False,True,False,False,False,True,False,True,False,False
2.1,7.1,0,2,1,2,22,7,0,0.0,1.7,0.964,16.72,5,False,False,False,True,False,False,True,False,False,True,False,False
4.01,15.0,1,1,0,1,16,10,0,0.0,1.02,0.96,16.66,13,False,False,False,True,False,False,True,False,False,True,False,False
2.84,8.1,0,1,0,3,10,6,0,0.0,1.31,1.103,17.06,11,False,False,False,True,False,False,False,False,True,False,False,False
13.18,65.9,2,1,0,3,17,5,0,2.79,1.12,0.97,64.11,17,False,False,False,True,False,False,False,True,False,False,True,False
1.64,9.4,2,0,0,1,10,10,0,0.0,1.22,1.191,15.49,23,False,True,False,True,False,False,True,False,False,True,False,False
4.03,19.4,2,2,1,2,1,6,0,0.0,1.71,1.147,37.75,8,False,False,False,True,False,False,True,False,False,False,False,False
12.09,45.7,1,0,0,3,1,9,0,6.43,1.0,1.202,61.2,22,False,False,False,True,False,False,False,False,True,True,False,False
2.73,13.7,2,2,0,4,12,9,0,0.0,2.3,1.183,40.66,19,False,False,False,False,False,False,True,False,False,False,False,False
5.72,18.2,0,2,1,1,16,2,0,0.0,1.69,1.15,41.16,3,False,False,False,True,False,False,False,True,False,False,False,False
2.92,12.4,1,0,0,5,11,7,0,2.53,1.0,0.866,14.82,12,False,False,False,False,False,False,True,False,False,True,False,False
7.08,37.7,2,1,0,2,29,6,0,0.0,1.42,0.893,41.81,14,False,True,False,True,False,False,False,True,False,False,True,False
7.6,40.9,2,1,0,3,3,3,0,0.0,1.07,0.965,36.5,7,False,False,False,True,False,False,False,True,False,False,False,False
10.72,59.6,2,2,0,2,39,4,1,5.19,2.91,1.043,133.71375,7,False,True,False,False,False,True,False,True,False,False,True,False
10.47,49.0,2,1,0,2,13,6,0,3.68,1.36,1.175,81.31,17,False,False,False,False,True,False,True,False,False,False,False,False
10.37,45.3,1,1,0,4,38,7,0,6.35,1.43,0.976,71.95,3,False,False,False,False,True,False,False,True,False,False,False,True
6.8,34.0,2,1,0,1,1,6,0,0.0,1.57,0.875,42.17,18,False,True,False,True,False,False,True,False,False,False,True,False
4.85,16.7,0,2,0,1,1,5,1,4.69,2.69,0.976,75.65,10,False,False,False,True,False,False,False,False,False,False,False,True
5.48,32.6,2,1,0,3,17,6,0,0.0,1.05,1.018,33.69,19,True,False,False,False,False,True,False,True,False,False,False,True
4.09,19.4,2,2,0,2,10,9,0,0.0,2.1,0.882,35.81,17,False,False,False,True,False,False,True,False,False,False,True,False
7.98,31.6,1,1,0,1,5,7,0,3.01,1.15,0.924,40.15,15,False,False,False,False,False,True,False,True,False,True,False,False
7.0,25.5,1,1,0,3,3,8,0,3.31,1.4,0.977,41.12,0,False,False,False,True,False,False,True,False,False,False,False,False
1.58,8.9,2,1,1,1,14,6,0,0.0,1.12,0.974,15.08,23,False,False,False,False,False,True,False,True,False,True,False,False
6.81,40.0,2,1,0,3,8,10,0,0.0,1.16,1.152,45.05,21,False,False,False,True,False,False,True,False,False,False,True,False
13.22,39.3,0,1,0,4,30,7,0,2.1,1.4,0.881,55.6,14,False,False,False,True,False,False,True,False,False,True,False,False
2.73,12.8,2,1,0,1,10,6,0,0.0,1.22,1.226,26.17,3,False,False,False,False,True,False,True,False,False,False,True,False
5.64,29.0,2,2,0,1,26,5,1,6.94,3.0,1.11,127.87,16,False,False,True,True,False,False,False,False,False,False,False,True
2.26,9.1,1,1,0,3,0,7,0,0.0,1.35,1.243,19.2,13,False,False,False,True,False,False,True,False,False,False,False,True
3.75,14.0,1,1,0,1,12,10,0,0.0,1.49,0.95,22.82,20,False,False,False,True,False,False,False,True,False,True,False,False
10.23,45.4,1,0,0,3,4,10,0,3.7,1.0,1.012,46.29,0,False,False,False,False,False,False,True,False,False,False,False,True
4.14,11.6,0,2,0,1,12,6,1,0.0,2.86,1.227,66.71,12,False,False,False,False,False,True,True,False,False,False,False,True
6.84,29.1,1,2,0,3,1,9,0,3.56,1.56,0.959,48.43,14,False,False,False,False,False,False,True,False,False,False,True,False
5.38,31.1,2,2,0,1,22,4,0,5.46,2.31,0.945,89.68,18,False,False,False,False,False,True,False,False,False,False,False,False
4.6,15.1,0,2,1,2,15,6,0,0.0,2.16,1.006,39.0,0,False,False,False,True,False,False,True,False,False,True,False,False
5.15,27.8,2,1,0,5,8,9,0,0.0,1.37,0.871,34.16,8,False,False,False,False,True,False,True,False,False,True,False,False
4.58,14.4,0,0,0,2,22,9,0,0.0,1.0,1.19,20.91,23,False,False,False,True,False,False,True,False,False,True,False,False
6.08,29.9,2,2,0,2,3,7,1,0.0,2.89,0.9,71.71,17,True,False,False,True,False,False,False,True,False,True,False,False
1.71,7.2,1,1,0,3,8,9,0,0.0,1.13,1.023,11.17,16,False,False,False,True,False,False,True,False,False,False,False,True
7.1,23.2,0,1,0,2,21,8,0,0.0,1.45,1.191,45.33,5,False,False,False,False,False,False,False,True,False,True,False,False
5.21,24.7,2,2,1,1,10,6,0,0.0,1.94,0.861,45.37,20,False,False,False,False,True,False,False,True,False,False,False,False
2.34,12.1,2,2,0,2,1,7,0,0.0,2.33,1.081,41.71,19,False,False,False,False,True,False,True,False,False,False,False,False
4.99,16.3,0,1,0,1,8,9,0,0.0,1.24,1.06,25.15,21,False,False,False,True,False,False,True,False,False,False,True,False
3.27,15.1,2,2,0,3,2,5,0,5.66,2.48,1.144,75.51,20,False,True,False,True,False,False,False,False,False,False,False,True
9.71,47.5,2,1,0,1,3,7,0,0.0,1.34,1.202,67.35,18,True,False,False,True,False,False,False,False,True,False,False,False
23.04,111.0,2,0,0,1,8,4,0,7.68,1.18,1.223,133.71375,0,False,True,False,True,False,False,False,False,False,False,False,False
10.67,46.3,1,1,0,1,2,3,1,2.07,2.03,1.243,121.69,15,True,False,False,False,True,False,False,True,False,False,True,False
10.79,55.8,2,1,0,3,21,9,0,5.63,1.54,1.124,98.17,5,False,False,True,False,True,False,True,False,False,False,False,True
6.27,24.8,1,2,1,1,12,10,0,0.0,2.93,0.954,80.52,21,False,False,True,False,False,True,True,False,False,False,False,False
8.15,40.1,2,2,0,5,14,9,0,0.0,2.66,1.131,118.16,9,False,True,False,False,True,False,True,False,False,False,False,False
9.36,46.1,2,2,1,4,3,8,0,0.0,1.85,0.856,69.82,11,False,True,False,False,True,False,True,False,False,False,False,False
4.42,23.7,2,2,0,1,7,7,1,0.0,3.0,0.956,63.04,18,False,False,True,True,False,False,False,True,False,True,False,False
4.5,21.4,2,0,0,2,9,8,0,0.0,1.2,1.055,27.16,4,False,True,False,False,False,False,True,False,False,False,False,True
5.77,26.7,2,0,0,2,16,9,0,0.0,1.19,1.054,31.99,12,False,True,False,True,False,False,True,False,False,False,False,True
3.84,16.2,1,1,0,3,4,1,0,3.73,1.24,0.937,25.08,13,False,False,False,False,False,False,False,False,True,False,True,False
6.79,39.5,2,2,0,1,0,7,0,1.77,2.18,0.97,81.85,9,False,False,False,False,True,False,True,False,False,False,False,True
4.18,25.0,2,1,1,4,4,7,1,0.0,2.54,1.051,68.79,16,False,False,True,False,False,True,True,False,False,True,False,False
5.15,25.5,2,2,0,1,1,7,0,0.0,2.41,0.905,52.29,8,False,False,False,True,False,False,True,False,False,False,True,False
7.45,24.0,0,0,0,1,14,8,0,0.0,1.0,0.995,30.02,1,False,False,False,False,False,True,True,False,False,True,False,False
6.81,23.8,0,2,0,1,2,4,1,0.0,2.31,1.099,73.91,23,False,False,False,False,False,True,False,True,False,False,True,False
6.37,26.7,1,2,1,1,13,6,0,3.2,2.25,0.908,70.7,14,False,False,False,True,False,False,False,False,False,False,True,False
5.23,16.2,0,2,0,3,16,7,1,0.0,2.79,1.042,56.53,6,False,False,False,True,False,False,False,True,False,False,False,False
8.52,44.1,2,0,0,1,3,2,0,0.0,1.29,1.105,59.63,5,False,False,True,False,True,False,False,True,False,False,False,True
6.01,22.8,1,2,0,4,2,8,1,0.0,3.0,1.022,73.32,12,False,False,False,True,False,False,True,False,False,False,False,False
10.0,31.3,0,1,0,1,6,5,0,3.32,1.5,1.17,75.41,11,True,False,False,False,False,False,False,False,False,False,False,False
7.74,45.0,2,2,0,6,29,7,0,2.95,1.54,1.099,69.49,9,False,False,False,False,False,False,True,False,False,True,False,False
10.39,59.4,2,2,0,1,1,6,0,2.52,2.93,0.93,133.71375,8,False,True,False,True,False,False,False,False,True,True,False,False
7.79,24.8,0,1,0,2,10,1,1,0.0,1.69,1.231,64.67,10,False,False,False,False,True,False,False,True,False,False,False,False
7.59,35.6,2,2,0,2,2,10,0,0.0,2.25,1.101,89.64,19,False,True,False,False,True,False,True,False,False,False,False,False
9.26,31.3,0,1,0,1,5,7,0,1.3,1.04,1.029,36.75,20,False,False,False,True,False,False,True,False,False,False,False,True
4.54,15.5,0,0,0,3,24,7,0,2.78,1.0,1.031,21.49,22,False,False,False,True,False,False,False,True,False,True,False,False
5.94,18.6,0,2,0,3,10,10,0,0.0,1.9,0.983,40.55,14,False,False,False,True,False,False,True,False,False,False,False,False
3.67,14.8,1,0,0,1,22,10,0,3.84,1.0,0.979,24.71,16,False,False,False,True,False,False,False,False,False,True,False,False
16.88,64.7,1,1,0,1,16,8,0,3.72,1.47,1.217,116.09,16,True,False,False,True,False,False,True,False,False,False,False,True
14.84,70.9,2,2,0,1,2,9,1,3.18,3.0,1.068,133.71375,12,False,True,False,False,False,True,True,False,False,False,True,False
9.95,52.7,2,2,0,3,23,4,0,2.69,2.47,1.202,133.71375,7,False,True,False,True,False,False,False,False,False,False,True,False
3.59,15.2,1,2,0,1,1,5,1,0.0,2.76,1.228,55.87,11,False,False,False,True,False,False,False,True,False,False,True,False
11.2,37.7,0,1,0,4,0,10,0,2.37,1.1,1.077,59.26,13,False,False,False,False,True,False,False,False,False,True,False,False
18.23,89.7,2,2,0,2,2,10,0,6.34,2.0,0.894,133.71375,17,False,False,False,True,False,False,True,False,False,True,False,False
2.95,8.2,0,0,0,2,2,6,0,0.0,1.0,1.131,13.6,5,False,False,False,True,False,False,True,False,False,False,False,True
4.62,20.6,1,0,0,2,32,10,0,0.0,1.15,1.058,25.22,1,False,True,False,True,False,False,True,False,False,True,False,False
5.43,15.2,0,1,1,1,10,6,0,5.32,1.19,1.187,46.71,6,False,False,False,False,True,False,False,False,False,False,False,True
6.46,38.0,2,1,0,1,2,10,0,3.16,1.67,0.981,57.91,10,False,False,True,True,False,False,True,False,False,True,False,False
5.52,20.5,1,1,0,4,0,8,0,0.0,1.63,1.07,44.53,20,False,True,False,False,False,True,True,False,False,False,False,False
3.89,13.5,0,0,0,1,7,6,0,0.0,1.0,0.884,14.22,22,False,False,False,True,False,False,False,True,False,False,True,False
10.61,41.0,1,1,0,3,8,8,0,2.98,1.25,0.855,49.58,14,True,False,False,False,True,False,False,True,False,True,False,False
4.0,20.9,2,2,0,2,12,10,1,0.0,2.94,0.927,63.91,14,False,True,False,False,True,False,True,False,False,False,False,False
5.97,22.9,1,1,0,1,9,6,0,2.63,1.32,1.172,48.79,16,True,False,False,True,False,False,False,False,False,False,False,True
8.41,32.3,1,2,1,2,38,7,0,0.0,1.71,1.189,66.62,6,False,False,False,False,False,False,True,False,False,False,True,False
6.64,36.2,2,2,0,1,41,8,0,6.31,2.72,0.892,104.01,17,False,True,False,True,False,False,False,False,False,True,False,False
9.83,41.9,1,2,0,2,1,1,0,0.0,1.78,1.049,73.19,10,False,False,False,True,False,False,False,False,True,False,True,False
4.44,26.4,2,1,0,2,42,7,0,0.0,1.3,1.004,35.06,16,False,True,False,False,True,False,True,False,False,False,False,True
2.22,13.3,2,2,0,1,19,6,0,5.54,2.44,1.203,70.51,17,False,False,False,True,False,False,False,False,False,True,False,False
13.13,41.7,0,0,0,1,2,2,0,4.91,1.0,1.071,57.79,4,False,False,False,True,False,False,False,False,False,False,True,False
6.62,23.3,0,2,0,2,60,4,0,0.0,1.56,1.065,41.67,6,False,False,False,True,False,False,False,True,False,False,True,False
8.99,39.8,1,0,0,2,14,10,0,2.06,1.0,1.047,46.01,5,True,False,False,True,False,False,False,False,False,True,False,False
11.24,46.6,1,2,0,1,33,6,0,5.15,2.11,1.243,128.02,15,False,False,False,True,False,False,True,False,False,False,False,False
3.16,12.0,1,1,0,1,27,2,0,5.22,1.31,1.039,38.06,12,False,False,False,False,False,True,False,False,False,False,True,False
10.07,56.4,2,2,0,4,39,10,0,7.55,2.22,1.136,133.71375,6,False,False,True,True,False,False,True,False,False,False,False,False
7.45,30.2,1,1,0,2,5,8,0,0.0,1.0,0.963,28.67,6,False,False,False,True,False,False,True,False,False,False,False,False
6.61,27.8,1,2,0,1,8,7,0,2.36,1.58,1.133,53.12,16,False,False,False,True,False,False,False,True,False,False,False,False
5.7,32.0,2,1,0,2,5,10,0,2.36,1.57,1.006,48.03,23,False,False,True,True,False,False,False,True,False,True,False,False
7.63,39.4,2,1,0,2,1,3,0,3.7,1.8,0.949,71.48,11,False,True,False,False,True,False,False,False,True,False,False,True
4.02,21.3,2,2,0,1,24,3,0,0.0,1.64,1.116,43.34,7,False,False,False,False,True,False,False,True,False,False,False,False
8.72,33.4,1,1,0,2,33,7,0,1.79,1.34,1.194,56.11,23,False,False,False,True,False,False,False,True,False,False,True,False
3.76,10.6,0,0,0,1,23,5,0,0.0,1.0,1.167,16.85,1,False,False,False,True,False,False,False,True,False,False,False,False
4.76,20.7,1,0,0,2,11,6,0,0.0,1.24,0.856,25.99,23,False,False,True,False,True,False,False,True,False,False,False,False
2.83,13.7,2,1,0,2,6,5,0,0.0,1.15,1.013,21.08,19,False,True,False,False,True,False,False,True,False,False,False,True
3.18,9.2,0,0,0,3,29,6,0,0.0,1.0,0.966,12.43,0,False,False,False,True,False,False,True,False,False,False,False,True
5.49,31.4,2,1,0,1,16,10,0,0.0,1.07,1.156,33.93,21,False,False,False,True,False,False,True,False,False,False,False,False
11.46,66.7,2,1,0,1,12,1,0,3.05,1.24,1.216,86.08,2,False,False,True,True,False,False,False,True,False,False,True,False
4.3,19.0,1,1,0,1,10,9,0,1.49,1.08,0.856,19.82,5,False,False,False,False,False,False,True,False,False,False,True,False
6.15,31.6,2,2,0,3,41,4,0,0.0,1.8,1.009,58.16,9,False,False,False,False,True,False,False,True,False,False,False,True
5.27,14.7,0,0,0,1,24,7,0,0.0,1.0,1.16,25.82,22,False,False,False,False,True,False,False,True,False,False,False,True
2.15,10.1,2,1,0,3,24,2,0,0.0,1.24,0.9,13.14,16,False,True,False,True,False,False,False,False,True,False,False,False
5.32,27.1,2,1,0,4,2,2,0,0.0,1.21,1.03,31.19,9,False,False,False,True,False,False,False,True,False,False,True,False
